tmin,tier,text,tmax,duration,maxF0,meanF0,meanF0st,medianF0,minF0,sdF0,midpointF0,slopeF0,maxInt,meanInt,medianInt,minInt,sdInt,midpointInt,medianF1,medianF1Bark,medianF2,medianF2Bark,medianF3,medianF3Bark,SPLH-SPL
0,ORT,-,3.020000,3.02,98.23368605920388,98.12868440598643,79.3992262471995,98.12868440598643,98.02368275276898,0.14849476205171375,--undefined--,-14.000220428993266,68.07307894739942,55.132572333309426,51.28666359664479,48.769160938725655,3.396649369859013,51.656275453531116,723.5308263459463,6.713915388279632,1769.310819693168,12.086674765312907,,,0.006753445483286657
0,MAU,-,3.020000,3.02,98.23368605920388,98.12868440598643,79.3992262471995,98.12868440598643,98.02368275276898,0.14849476205171375,--undefined--,-14.000220428993266,68.07307894739942,55.132572333309426,51.28666359664479,48.769160938725655,3.396649369859013,51.656275453531116,723.5308263459463,6.713915388279632,1769.310819693168,12.086674765312907,,,0.006753445483286657
3.020000,MAU,p,3.080000,0.06000000000000005,277.17066211715326,277.17066035772945,97.37556887977677,277.17066211715326,277.17066211715326,--undefined--,--undefined--,--undefined--,59.0146132315007,58.29591472271321,55.35503403435038,51.33650089897859,2.856311814565304,55.269082786784,695.3350826216065,6.5088888094117365,1877.956126633043,12.479569517075582,,,0.02008357833851197
3.020000,ORT,si53,3.400000,0.3799999999999999,277.17066211715326,264.2876283623755,96.5498398076268,264.0089417997134,259.5564114775723,3.92390117535252,264.0663914600809,-481.51194932996594,83.3470326491123,75.12199011633264,58.911831822666166,51.33650089897859,11.17418482277155,67.60657869231932,590.8608007551641,5.708870968125943,1776.508869440726,12.11334027590663,,,0.07786229609944025
3.080000,MAU,I,3.230000,0.1499999999999999,264.84125695093445,263.64082827038686,96.50770441480643,263.1161019871307,259.5564114775723,3.6466368959616053,264.33259326819734,-244.9470604575748,83.3470326491123,79.1193615655333,77.5857045624569,63.84755523608122,6.391965697384029,81.0586458179076,472.9996253055888,4.726432234691414,865.5486901478541,7.683048995382716,,,0.1972329042937242
3.230000,MAU,f,3.400000,0.16999999999999993,265.68483167111043,264.29243233282625,96.55165714363396,265.05009133374756,262.44771086166287,1.571595446631993,--undefined--,-126.10781784269336,60.71179963652257,56.2396328846627,54.09891168400053,52.78689510404411,2.5651638049122854,53.95133374687092,756.3715239566284,6.945444046776576,1998.6762030977845,12.892900458352955,,,0.0562265185428447
3.400000,MAU,-,7.020000,3.6199999999999997,51.015324160187255,50.91004149053837,68.03850301528333,50.91004149053837,50.80475882088948,0.1488921793003014,--undefined--,-14.03768928651766,53.15073962968694,50.535330694372206,50.52697064128864,47.75481229998165,0.8767366126370431,50.3722306177426,838.4615641034458,7.506118514650272,1723.9080826549305,11.91615397171618,,,0.007552919670476986
3.400000,ORT,-,7.020000,3.6199999999999997,51.015324160187255,50.91004149053837,68.03850301528333,50.91004149053837,50.80475882088948,0.1488921793003014,--undefined--,-14.03768928651766,53.15073962968694,50.535330694372206,50.52697064128864,47.75481229998165,0.8767366126370431,50.3722306177426,838.4615641034458,7.506118514650272,1723.9080826549305,11.91615397171618,,,0.007552919670476986
7.020000,MAU,p,7.110000,0.09000000000000075,--undefined--,234.61969814968583,94.49016400443848,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,65.43269322829973,60.7652973224186,58.94806687415722,53.09063915289366,3.470897773008065,59.51103226348001,731.8796226741856,6.773708901908259,1675.8355802346518,11.730768412209319,,,0.04554499981696511
7.020000,ORT,sa45,7.480000,0.46000000000000085,241.867106415829,237.99336870779408,94.73613794356352,238.58797251818595,233.75242096314398,2.8973420323344796,238.908713258945,107.61642430341102,76.96600257092662,69.47859356866816,58.4163404686345,51.38357370720646,9.157059939829889,66.82197573971072,755.3805558713627,6.940483191256295,1232.114258779975,9.771494959929473,,,0.11012114463377067
