tmin,tier,text,tmax,duration,maxF0,meanF0,meanF0st,medianF0,minF0,sdF0,midpointF0,slopeF0,maxInt,meanInt,medianInt,minInt,sdInt,midpointInt,medianF1,medianF1Bark,medianF2,medianF2Bark,medianF3,medianF3Bark,SPLH-SPL
0,ORT,-,3.011561,3.011561,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,61.5556566702748,42.125466046026304,41.30961687407425,9.472347363407662,14.198682765353498,40.812699022612335,717.6002280249046,6.669734005084715,1952.9083314031477,12.73901980785667,,,0.00418175278561945
0,MAU,-,3.011561,3.011561,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,61.5556566702748,42.125466046026304,41.30961687407425,9.472347363407662,14.198682765353498,40.812699022612335,717.6002280249046,6.669734005084715,1952.9083314031477,12.73901980785667,,,0.00418175278561945
3.011561,MAU,p,3.076631,0.06506999999999996,246.33536002374987,245.71715632437,95.29011667830605,245.53311907220382,245.29185641501743,--undefined--,--undefined--,-106.96546020614183,80.96648117014368,73.90682133168812,64.90193498266024,62.211342877263796,7.111954055604067,62.9871428931187,784.1713056215613,7.140524113811514,2250.7144471015667,13.687831238108124,,,0.15681976208447534
3.011561,ORT,mi13,3.410000,0.3984390000000002,246.33536002374987,205.85448560027362,92.10925247316855,194.9243365768958,182.52526886585167,25.54602862088273,183.28346103812885,-474.31671144228267,87.68587743779334,79.9931493396873,63.3592293483388,46.92443396073727,13.25200767264717,64.78847292420679,812.87076612231,7.335631532662845,1889.0337507253237,12.518469675192936,,,0.26855306424461267
3.076631,MAU,I,3.199083,0.122452,234.0400935206818,201.60780879757488,91.78504257517983,192.51761522801934,182.90601058844513,21.175420542500788,194.1257802482682,-521.9808877380204,87.68587743779334,84.91334831790672,85.45334407777278,74.91930126118447,3.9687367597202785,85.74495373963815,507.13952505607756,5.018843671267297,1766.9641222676858,12.077977380042562,,,0.6449690153345671
3.199083,MAU,f,3.410000,0.21091700000000024,--undefined--,183.11227208949612,90.19899012325519,183.28346103812885,--undefined--,--undefined--,--undefined--,--undefined--,69.37894535331746,60.252375393101346,55.93653007782248,46.92443396073727,6.016255240212035,55.495838562199395,1126.7244807435375,9.223467277054905,2387.317131775872,14.084114128948572,,,0.09164094403074208
3.410000,MAU,-,5.643150,2.23315,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,49.95307677409561,42.41980239667919,41.980194134584394,39.729501516738,1.1235611033720134,41.27187669063817,831.744533019827,7.461622888902294,1827.0369442683386,12.298047104914705,,,0.005276683359758626
3.410000,ORT,-,5.643150,2.23315,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,49.95307677409561,42.41980239667919,41.980194134584394,39.729501516738,1.1235611033720134,41.27187669063817,831.744533019827,7.461622888902294,1827.0369442683386,12.298047104914705,,,0.005276683359758626
5.643150,MAU,p,5.703751,0.06060099999999924,239.44251113116982,239.13975661049255,94.82013142577738,239.44251113116982,239.44251113116982,--undefined--,--undefined--,--undefined--,77.56427619402268,72.522112946318,60.03109367907264,56.95816663265981,7.865232497721037,59.284118426932174,888.2131002461179,7.828333223899657,1994.2733147727138,12.878346927911624,,,0.08516739246493213
5.643150,ORT,mi52,6.080000,0.43684999999999974,239.44251113116982,194.6052766269314,91.07443913391698,190.69638010469868,155.02291975117717,29.48801159107373,--undefined--,-728.9207117468546,85.85351934892759,77.72966450796885,59.99232102691038,52.67361364444809,11.6285284223858,61.06058905279753,801.2878641170544,7.257359671104484,2209.369919314572,13.562879142065078,,,0.15307801665212611
5.703751,MAU,I,5.833705,0.12995400000000057,229.85288196532133,192.27088740014412,90.87913567152313,190.69638010469868,155.02291975117717,28.205183557922272,189.94314164157637,-752.5395376805516,85.85351934892759,82.77839972705198,82.75387062740506,70.56107291491632,5.017414807435593,83.24808871112894,511.5569017262075,5.057373508717301,1745.4191874533226,11.997425032742687,,,0.3971220817742557
