tmin,tier,text,tmax,duration,maxF0,meanF0,meanF0st,medianF0,minF0,sdF0,midpointF0,slopeF0,maxInt,meanInt,medianInt,minInt,sdInt,midpointInt,medianF1,medianF1Bark,medianF2,medianF2Bark,medianF3,medianF3Bark,SPLH-SPL
0,ORT,-,3.028737,3.028737,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,58.83933411215074,44.386087868984276,9.934783146097514,8.223865295617847,17.718071444627736,9.656044184020734,1142.8025212977334,9.309481207105659,2095.4949699156286,13.208649053692678,,,0.0015095977845192793
0,MAU,-,3.028737,3.028737,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,58.83933411215074,44.386087868984276,9.934783146097514,8.223865295617847,17.718071444627736,9.656044184020734,1142.8025212977334,9.309481207105659,2095.4949699156286,13.208649053692678,,,0.0015095977845192793
3.028737,MAU,p,3.087372,0.05863499999999977,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,81.12190123825101,73.98107247969034,68.08056764338966,62.71975219028337,7.012578031744372,67.73327904786375,972.9457410022503,8.351062007667172,1995.4101852099843,12.882170863021242,,,0.228814934670297
3.028737,ORT,sa13,3.440000,0.41126299999999993,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,84.44836263010676,74.74681736901628,66.28652054669337,59.29168531870801,6.68523853146306,66.83838421597747,1045.4286559135917,8.773810273030865,1985.8099770001913,12.849971692641486,,,0.3190969614644825
3.087372,MAU,a,3.178948,0.09157600000000032,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,84.44836263010676,80.34409218041724,78.41655071953943,72.45567053889955,3.976657476125131,78.30386695444996,772.0343910303102,7.0567275549746595,1305.8541004817796,10.133591849405473,,,0.5060123913280035
3.178948,MAU,f,3.440000,0.26105199999999984,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,67.33140636024388,65.32499414585907,65.36352785460488,59.29168531870801,2.207556709409046,65.91991861553723,1349.1493178628573,10.338331759690297,2070.633583757728,13.128689104680689,,,0.4026358326688893
3.440000,MAU,-,6.813307,3.373307,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,63.0063715281715,50.20101469946894,48.41911408241328,46.962056216546195,2.0971631741818166,47.75523662220643,789.7277810871622,7.178625242446862,1801.4761569999882,12.20516422345939,,,0.00484225118867688
3.440000,ORT,-,6.813307,3.373307,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,63.0063715281715,50.20101469946894,48.41911408241328,46.962056216546195,2.0971631741818166,47.75523662220643,789.7277810871622,7.178625242446862,1801.4761569999882,12.20516422345939,,,0.00484225118867688
6.813307,MAU,p,6.868304,0.054997000000000185,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,67.68984172748051,65.3256667591653,64.00969002233629,60.385266551490645,2.8753819090728086,60.419027467758525,937.2234295470522,8.134603256954243,2172.4944767266325,13.450162314662885,,,0.058701569784683896
6.813307,ORT,sa55,7.240000,0.4266930000000002,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,73.88079810410956,65.10857765336743,58.533111312991636,55.45823269732908,5.040912761931229,59.287317409006555,1012.3596590274705,8.583585185729014,1954.1637808260923,12.742861531734789,,,0.12653949452617497
