"tmin","condition","text","tmax","duration","maxF0","meanF0","meanF0st","medianF0","minF0","sdF0","midpointF0","slopeF0","maxInt","meanInt","medianInt","minInt","sdInt","midpointInt","medianF1","medianF1Bark","medianF2","medianF2Bark","medianF3","medianF3Bark","SPLH.SPL","file","subject","part","size","v.pos","h.pos","st_maxF0","st_minF0","st_F0range","F1centroid","F2centroid","F1centroidBark","F2centroidBark","vt_expansion","vt_expansionBark","SPLH.SPL.dB","F0range","Fs","hand"
19.230657,"si34","p",19.262426,0.031769,241.4728182231,235.8669327287,94.5714147567,231.8265206402,231.8265206402,NA,231.8265206402,1428.0721778748,82.4228100924,79.4223600686,76.443691042,73.1514058479,4.7104440337,76.1851116804,1496.077204681,10.9959100736,2076.6519342077,13.1482124478,NA,NA,0.4290146349,"id1_part1.csv","1","1","s","3","4",-1.50183107205008,-2.20761324120783,0.705782169157751,600,1800,5.58412494683908,12.4085993651164,937.811627913504,5.46209170284676,-3.67527892552097,9.64629758290002,200,"r"
19.382724,"si34","f",19.57014,0.187416,NA,288.9759440132,98.0975577722,288.7112185694,NA,NA,NA,NA,79.4816485563,70.6644126678,66.8987078367,54.9768961556,6.7468878767,66.9308508099,733.5361209783,6.7856135087,2148.1059128955,13.3743488081,NA,NA,0.3785293041,"id1_part1.csv","1","1","s","3","4",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,372.839941796397,1.54150794707835,-4.2190049366379,NA,200,"r"
22.318575,"sa53","p",22.381272,0.062697,238.6873868775,238.6584353208,94.7854525964,238.1735447141,238.1735447141,NA,NA,204.8837831968,79.5003475731,76.9731156656,73.826639805,67.5467095727,4.2653936675,74.3534922431,1129.9849682137,9.2410300022,2037.1257154312,13.0193630723,NA,NA,0.5313886498,"id1_part1.csv","1","1","s","5","3",-1.70269268571659,-1.74000257354731,0.0373098878307252,600,1800,5.58412494683908,12.4085993651164,580.614046894523,3.70755807640782,-2.74587726143039,0.5138421634,200,"r"
22.487579,"sa53","f",22.7,0.212421,NA,269.5791263412,96.8945765039,269.2330918421,NA,NA,NA,NA,75.8901268101,69.0559524035,68.0563578487,57.9407485621,4.9311962931,67.9492236709,852.3285406087,7.5971356706,1991.8121415583,12.8701535144,NA,NA,0.3644795833,"id1_part1.csv","1","1","s","5","3",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,316.956763699558,2.06524681495877,-4.38326794118262,NA,200,"r"
25.425636,"mi35","p",25.468674,0.043038,264.2566368088,264.2425541322,96.5486278739,264.2566368088,264.2377106333,NA,NA,-10.0892845912,85.9740880188,81.0436369327,78.6035777487,75.1401604627,4.9109941566,77.5351421105,1409.6501692706,10.6155650792,2119.4114385388,13.2845591156,NA,NA,0.756727268,"id1_part1.csv","1","1","m","3","5",0.0591158054536815,0.0578758436786139,0.00123996177506758,600,1800,5.58412494683908,12.4085993651164,870.377540880586,5.10712201636101,-1.21060616331672,0.0189261754999848,200,"r"
25.597392,"mi35","f",25.807158,0.209766,NA,154.0040097099,87.2018892434,154.0039946944,NA,NA,NA,NA,75.2255916535,68.6229985935,65.0561114842,61.7198590232,3.7291434145,64.6147954902,1237.097177005,9.7955991225,2067.2231178201,13.1178771317,NA,NA,0.2738409571,"id1_part1.csv","1","1","m","3","5",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,690.869747235494,4.27078326334042,-5.62501595967308,NA,200,"r"
28.600054,"mi15","p",28.625671,0.025617,228.466877348,228.466877348,94.0300945356,NA,228.466877348,NA,NA,NA,83.0881493977,80.7266683618,79.6480361084,77.0350568626,3.0370674709,79.7530966818,771.1105891515,7.0448127791,2076.8438160224,13.1488987582,NA,NA,0.4940538762,"id1_part1.csv","1","1","m","1","5",-2.46034040069492,-2.46034040069492,0,600,1800,5.58412494683908,12.4085993651164,325.455576368908,1.63757507758118,-3.06225689010472,0,200,"r"
28.76863,"mi15","f",28.973617,0.204987,NA,286.0558649625,97.9218341609,285.979855136,NA,NA,NA,NA,76.9118429577,68.182104734,65.0475027532,55.9047628978,5.2403917549,64.9503528253,1137.3876124158,9.2805983498,2115.1635864342,13.2711050391,NA,NA,0.2670295095,"id1_part1.csv","1","1","m","1","5",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,622.987585905226,3.79576496327833,-5.73440741988053,NA,200,"r"
31.200289,"ma54","p",31.240651,0.040362,229.7278923435,229.8514416921,94.1346179469,229.7278923435,229.7278923435,NA,NA,NA,79.0732025343,76.5028718752,75.4371240534,73.0510529546,2.51813859,75.3576080977,1070.1557151189,8.9100569149,1994.3002879372,12.8778091812,NA,NA,0.5268983656,"id1_part1.csv","1","1","m","5","4",-2.36504827809352,-2.36504827809352,0,600,1800,5.58412494683908,12.4085993651164,508.72290920642,3.35886607468633,-2.78273148574682,0,200,"r"
31.377411,"ma54","f",31.56,0.182589,254.5159888606,254.6112598839,95.9056864657,254.0065969571,253.8046838367,1.2515308464,NA,-52.4133211271,74.989205503,70.2513312016,68.4696496467,58.1794948085,4.6051533642,68.5734765466,930.6760822271,8.0938021295,1938.3535033566,12.6891482153,NA,NA,0.5148096371,"id1_part1.csv","1","1","m","5","4",-0.591085176646532,-0.639536335395398,0.0484511587488661,600,1800,5.58412494683908,12.4085993651164,358.452735026682,2.52530933125195,-2.88353331813927,0.711305023899996,200,"r"
33.731231,"sa33","p",33.781228,0.049997,215.5924504919,214.5716052869,92.940816316,212.8394980271,212.8394980271,NA,NA,737.2724608351,82.7242426463,80.1578965204,78.5812178532,75.6164326439,2.6599964848,78.8006338902,990.0627634507,8.4528388141,1926.077504815,12.6470262545,NA,NA,0.640069001,"id1_part1.csv","1","1","s","3","3",-3.46448074609487,-3.68696978572207,0.2224890396272,600,1800,5.58412494683908,12.4085993651164,409.932307401079,2.8786049805064,-1.93773205487608,2.75295246479999,200,"r"
33.912722,"sa33","f",34.106819,0.194097,243.2569737688,244.3546953184,95.1929826895,243.8810840492,241.6910891317,3.6178218208,NA,-291.9993223315,78.1779364897,68.5700898156,64.0207137587,55.4134695601,6.5910665863,64.0276805688,823.5856399727,7.4074204633,1921.8765358185,12.6324569168,NA,NA,0.2110773473,"id1_part1.csv","1","1","s","3","3",-1.37438667604331,-1.48618925572883,0.111802579685526,600,1800,5.58412494683908,12.4085993651164,254.645691864441,1.83698632106836,-6.75558372426557,1.5658846371,200,"r"
36.38638,"mi34","p",36.422917,0.036537,256.7064738525,256.0198905662,96.0011841775,255.4633029867,255.4633029867,NA,NA,183.6573454374,83.7098269934,79.3344477108,76.6905788823,73.4862766907,4.386992373,76.4714204832,1422.2140236529,10.6709941761,2003.1657212203,12.9079619085,NA,NA,0.6439835379,"id1_part1.csv","1","1","m","3","4",-0.442724504466386,-0.526767884443051,0.0840433799766654,600,1800,5.58412494683908,12.4085993651164,846.942861691659,5.11132091590189,-1.91125234333619,1.24317086579998,200,"r"
36.544969,"mi34","f",36.706576,0.161607,NA,285.4752990511,97.8866418515,285.4058515054,NA,NA,NA,NA,79.5775598506,71.1786175504,67.6339116885,56.5802771031,6.0917803869,67.527114937,959.3722844229,8.2693651162,2029.7223888002,12.9957402677,NA,NA,0.5025620059,"id1_part1.csv","1","1","m","3","4",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,426.52176348623,2.74868135778524,-2.98810347521576,NA,200,"r"
