"tmin","condition","text","tmax","duration","maxF0","meanF0","meanF0st","medianF0","minF0","sdF0","midpointF0","slopeF0","maxInt","meanInt","medianInt","minInt","sdInt","midpointInt","medianF1","medianF1Bark","medianF2","medianF2Bark","medianF3","medianF3Bark","SPLH.SPL","file","subject","part","size","v.pos","h.pos","st_maxF0","st_minF0","st_F0range","F1centroid","F2centroid","F1centroidBark","F2centroidBark","vt_expansion","vt_expansionBark","SPLH.SPL.dB","F0range","Fs","hand"
93.953918,"si21","p",94.000876,0.046958,270.8540658492,271.2127531822,96.9990713269,270.8540658492,270.8540658492,NA,NA,NA,78.2682888205,72.32640076,69.6812239786,67.5581421702,4.3560041957,67.5720961179,965.2427753316,8.3034097266,1834.3091285395,12.3241439294,NA,NA,0.1219839861,"id13_part2.csv","13","2","s","2","1",2.54315105152656,2.54315105152656,0,600,1800,5.58412494683908,12.4085993651164,366.850652490996,2.72059597038249,-9.13697179201391,0,120,"r"
94.111814,"si21","f",94.306192,0.194378,259.2181268417,256.4858220504,96.0303708623,256.8180130063,259.0254964265,NA,NA,320.0151780553,68.334810225,65.5183033122,66.2507938258,54.2032685765,4.2960699167,66.1883431557,1319.5037202744,10.1987460032,2139.2975669094,13.3470726216,NA,NA,0.2354498529,"id13_part2.csv","13","2","s","2","1",1.78296137471003,1.77009142960833,0.0128699451016985,600,1800,5.58412494683908,12.4085993651164,795.492578469052,4.70908266512114,-6.2810157655164,0.192630415199972,120,"r"
96.213252,"sa35","p",96.27338,0.060128,NA,262.4844761604,96.4330594956,NA,NA,NA,NA,NA,83.2812791029,75.7716543431,67.5282102121,65.9052660517,7.080995522,66.3448822964,1014.8690275312,8.5981476174,1903.5487627201,12.5691091034,NA,NA,0.1888485583,"id13_part2.csv","13","2","s","3","5",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,427.59637073477,3.01829356337965,-7.2388632629711,NA,120,"r"
96.39,"sa35","f",96.595639,0.205639,242.1469457957,242.6338292641,95.0715887674,242.6549375046,242.0414366069,NA,NA,-81.8001196903,65.6100289321,64.1564934205,65.0191741768,53.8507575947,3.4572075882,65.262268906,1258.9562256149,9.9050821754,2056.7226724263,13.0837384335,NA,NA,0.2332254335,"id13_part2.csv","13","2","s","3","5",0.60355575631837,0.596010713534613,0.00754504278375734,600,1800,5.58412494683908,12.4085993651164,707.19858442614,4.37338360228219,-6.32224091021024,0.105509188799999,120,"r"
98.374534,"sa14","p",98.433785,0.059251,289.2557269601,283.8219453056,97.7760117416,289.2557269601,280.3461437778,NA,NA,-1483.4079349017,77.558728646,74.127726935,68.5387174556,65.1717459271,4.771530195,65.1958433776,979.5148860192,8.3902680924,1697.3901893766,11.8147134173,NA,NA,0.1293497368,"id13_part2.csv","13","2","s","1","4",3.68110836214143,3.1394727848444,0.541635577297033,600,1800,5.58412494683908,12.4085993651164,393.141605463396,2.86829912533409,-8.88234450646115,8.90958318229997,120,"r"
98.541255,"sa14","f",98.750887,0.209632,241.9862164798,241.1964467054,94.9684574092,240.1467358785,240.1467358785,1.8870053428,NA,-190.9057837502,71.9347737478,64.3084199436,63.3284226516,50.0703546603,6.3955252081,63.1122499661,1105.1576028176,9.1065010021,2147.1330554998,13.3713907956,NA,NA,0.2165395226,"id13_part2.csv","13","2","s","1","4",0.592060568784236,0.459956472343962,0.132104096440274,600,1800,5.58412494683908,12.4085993651164,612.931939047927,3.65158875193909,-6.64462825035441,1.83948060129998,120,"r"
100.604719,"si33","p",100.648043,0.043324,268.1704384858,268.0339504057,96.7950612126,267.6167138211,267.6167138211,NA,NA,298.2050940467,78.1923579047,74.4751402956,72.5753288686,70.1380829844,3.3349817679,71.0085707634,932.1240720591,8.1032538254,1896.4902216129,12.5446102564,NA,NA,0.2250053353,"id13_part2.csv","13","2","s","3","3",2.37076462320171,2.3349807366152,0.0357838865865139,600,1800,5.58412494683908,12.4085993651164,345.856562910153,2.52279790497522,-6.47807183826958,0.553724664699985,120,"r"
100.752754,"si33","f",100.937655,0.184901,252.7272209249,250.4533236173,95.6193189014,251.2981675039,251.6583572754,4.4426590816,NA,190.5404561295,67.3600102751,64.170361819,61.4903135946,53.4243023139,4.9677100658,61.7222180428,1004.1970340855,8.5353242666,2039.3153762471,13.0271787841,NA,NA,0.2394866903,"id13_part2.csv","13","2","s","3","3",1.34393484238204,1.27056018641304,0.0733746559689963,600,1800,5.58412494683908,12.4085993651164,469.730871533696,3.01533048313902,-6.20718617906564,1.0688636495,120,"r"
102.73689,"ma14","p",102.788077,0.051187,271.5330231861,271.4517959525,97.0144870093,271.5330231861,271.5330231861,NA,NA,NA,73.4294873688,72.7050862483,65.6717666998,64.8937524895,4.1581531477,65.1099961082,940.7615967027,8.1549385165,1965.2267245222,12.7807981757,NA,NA,0.1013742762,"id13_part2.csv","13","2","m","1","4",2.58649406972269,2.58649406972269,0,600,1800,5.58412494683908,12.4085993651164,378.706134468018,2.59761705502419,-9.94072233579487,0,120,"r"
102.925478,"ma14","f",103.115222,0.189744,NA,243.3035799446,95.1193579791,243.1855185707,NA,NA,NA,NA,63.162990705,61.4003405302,61.5084427907,54.0487219921,2.4410109371,61.358160299,1163.3675854925,9.4183098857,2038.2968357506,13.0238478989,NA,NA,0.154405603,"id13_part2.csv","13","2","m","1","4",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,611.693075252939,3.88323382037584,-8.11336944234535,NA,120,"r"
104.919879,"sa43","p",104.959715,0.039836,285.2495536995,284.7398336328,97.8419314225,285.2495536995,284.1355212405,NA,285.2495536995,-125.4871944584,78.6783983642,75.2786056019,69.4747293455,67.939030416,5.0366273866,69.3581502928,773.9397578691,7.0698872913,1745.4213559419,11.9974162141,NA,NA,0.1411727285,"id13_part2.csv","13","2","s","4","3",3.43965763192432,3.37191249877275,0.0677451331515626,600,1800,5.58412494683908,12.4085993651164,182.301584619503,1.5416099791769,-8.50249191427826,1.11403245899999,120,"r"
105.107868,"sa43","f",105.27,0.162132,NA,NA,NA,NA,NA,NA,NA,NA,63.6808549502,61.1443342948,61.6832899086,51.5641864926,3.8312428176,62.7261185732,1091.3475313854,9.0308529446,2058.2103290729,13.0884876696,NA,NA,0.2130686086,"id13_part2.csv","13","2","s","4","3",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,555.063033031801,3.51314417539653,-6.71480530182716,NA,120,"r"
107.11497,"si41","p",107.159641,0.044671,276.3190239263,275.5518548048,97.2737153844,276.3190239263,275.0348011937,NA,NA,-386.7956097039,77.4001677633,75.9294802102,72.0267779269,70.1741357926,3.094942638,70.5037230464,1348.2963432788,10.3346493228,1922.9919263228,12.6365431678,NA,NA,0.3019358078,"id13_part2.csv","13","2","s","4","1",2.88898078204157,2.80833223874259,0.0806485432989836,600,1800,5.58412494683908,12.4085993651164,758.336621366143,4.75598993100077,-5.20085379167109,1.28422273260003,120,"r"
107.268142,"si41","f",107.46,0.191858,255.0519610413,253.9527562683,95.8607470752,253.8128806714,253.5346902546,1.5692451697,NA,-90.8239537893,70.593241952,64.8037924649,63.488848559,55.613267644,4.1808145341,62.789450219,1167.4836168625,9.4393785832,2059.1575021665,13.0917868619,NA,NA,0.1686479931,"id13_part2.csv","13","2","s","4","1",1.50245640086883,1.39915999567438,0.103296405194449,600,1800,5.58412494683908,12.4085993651164,623.859171878176,3.91531936838306,-7.73018822519734,1.51727078669998,120,"r"
109.224223,"mi32","p",109.264877,0.040654,268.033345323,267.2871692024,96.7468315436,266.6482703854,266.6482703854,NA,266.6482703854,154.6212118713,81.4769108101,75.537354077,71.9484479856,69.0322945538,5.6697773694,69.9629387216,695.4184388311,6.5089413407,1836.6343454027,12.3326103435,NA,NA,0.1704097511,"id13_part2.csv","13","2","m","3","2",2.36191200545929,2.27221772064574,0.0896942848135573,600,1800,5.58412494683908,12.4085993651164,102.209362252431,0.927933022238207,-7.68505557880598,1.3850749376,120,"r"
109.368784,"mi32","f",109.597185,0.228401,255.4034839435,251.519781321,95.6905014554,253.8119529416,254.3180978381,6.6191056789,NA,106.1020667957,71.7959122098,64.3544356875,60.9996334003,52.5367651944,4.863337259,60.9193531308,1061.2240638126,8.862975324,2172.1774917637,13.4491067805,NA,NA,0.1698432507,"id13_part2.csv","13","2","m","3","2",1.52630053925527,1.45257165316371,0.0737288860915584,600,1800,5.58412494683908,12.4085993651164,592.658183454281,3.43998771469849,-7.69951706621367,1.0853861054,120,"r"
111.563416,"ma33","p",111.610769,0.047353,277.0877350682,276.1952775327,97.3125202526,277.0877350682,277.0877350682,NA,NA,NA,82.1039443589,74.9827725748,68.4157282725,67.4363429359,6.3013087732,67.8263015109,908.1569005225,7.9543291445,1839.9964941193,12.3446559711,NA,NA,0.1324868808,"id13_part2.csv","13","2","m","3","3",2.93707631889757,2.93707631889757,0,600,1800,5.58412494683908,12.4085993651164,310.741685136496,2.37106657355878,-8.77827124581914,0,120,"r"
111.746973,"ma33","f",111.931553,0.18458,NA,241.1438340712,94.9649961182,241.0539346977,NA,NA,NA,NA,65.3300464207,60.8661866959,58.0066886295,47.9033256776,5.5427984411,57.9627433344,988.9252036979,8.4460404234,1980.695583165,12.8329124287,NA,NA,0.1638688695,"id13_part2.csv","13","2","m","3","3",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,428.851615185011,2.89319922765554,-7.8550354239338,NA,120,"r"
2.8,"ma41","p",2.9,0.1,249.3375157102,246.5497224553,95.347986068,246.6533998736,244.0302289646,3.1843678231,NA,315.9038771749,75.7391014752,68.9750129695,64.1580762026,43.93191382,9.3753665671,64.1472613997,917.4949723181,8.0126274643,1833.5032775711,12.3210539033,NA,NA,0.10719974,"id14_part1.csv","14","1","m","4","1",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,319.257775246394,2.43007997506227,-9.69806267970695,5.30728674559998,120,"r"
3,"ma41","f",3.16,0.16,NA,237.1758113032,94.6777558389,237.1464252523,NA,NA,NA,NA,70.691353249,62.9373359665,62.6982618416,53.2211977168,4.0800568424,62.4019837892,1006.1048366574,8.5471062995,2225.6277082626,13.612467317,NA,NA,0.3058180298,"id14_part1.csv","14","1","m","4","1",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,588.285716635553,3.19821145983012,-5.14536913914459,NA,120,"r"
5.658958,"sa12","p",5.703827,0.044869,NA,259.8487187234,96.2583376209,NA,NA,NA,NA,NA,69.066005494,66.6236070239,65.1988126585,64.7869523557,2.0231420048,65.0255255318,852.7105719276,7.5996264255,1470.2306135645,10.8848359699,NA,NA,0.1178924108,"id14_part1.csv","14","1","s","1","2",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,415.46417582509,2.52667787719088,-9.28514151255771,NA,120,"r"
5.809148,"sa12","f",5.931777,0.122629,NA,248.8299678891,95.5081592873,248.7418824208,NA,NA,NA,NA,65.1143737004,62.9419448297,62.9636396774,54.2563140082,3.0557949576,64.3954503392,877.9598090324,7.762946517,1807.6319288722,12.2276533266,NA,NA,0.3377877788,"id14_part1.csv","14","1","s","1","2",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,278.064564041588,2.18632223230092,-4.71356067304193,NA,120,"r"
8.174338,"ma24","p",8.193399,0.019061,252.6194251841,252.6194251841,95.7698612313,NA,252.6194251841,NA,NA,NA,68.3854249948,69.6091354978,68.3854249948,68.3854249948,NA,68.2675076963,850.929081327,7.5879123263,1475.9466202242,10.9096920401,NA,NA,0.0419273313,"id14_part1.csv","14","1","m","2","4",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,409.848748686306,2.50237627687659,-13.7750277982321,0,120,"r"
8.307898,"ma24","f",8.41,0.102102,244.4668421957,242.9008853136,95.0903629924,243.0058185635,241.7438900241,2.0489979687,NA,194.8031509644,66.8204436549,61.7038323149,60.8021925301,50.4918745363,4.5103464882,60.8967641203,1023.6795690015,8.6490405929,1835.7395062019,12.3293808838,NA,NA,0.1908632574,"id14_part1.csv","14","1","m","2","4",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,425.184300618981,3.06593925009141,-7.1927766848566,2.72295217159999,120,"r"
10.575121,"si43","p",10.613067,0.037946,255.5327071827,255.531869746,95.9683130637,255.5327071827,255.5327071827,NA,NA,NA,67.304109203,66.9410413445,65.5033193572,64.0658509739,1.6157043654,64.1239157411,840.4484992046,7.5185496957,1665.9871111429,11.6927827724,NA,NA,0.0571258921,"id14_part1.csv","14","1","s","4","3",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,275.27247437688,2.06261787624702,-12.4316700475873,0,120,"r"
10.701079,"si43","f",10.88,0.178921,NA,252.6169629533,95.7696899951,252.6083705321,NA,NA,NA,NA,66.2911675592,59.462864773,59.6448333977,49.4977877019,4.3933454042,59.4253719242,1141.2405639246,9.301243791,2037.9325634221,13.0224452016,NA,NA,0.1956574103,"id14_part1.csv","14","1","s","4","3",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,591.230287429552,3.76746323307666,-7.08503699046436,NA,120,"r"
13.263844,"sa14","p",13.306369,0.042525,257.7880041705,256.8963618921,96.0599681959,255.9670211286,255.9670211286,NA,NA,362.0005537715,69.6085285227,64.654213467,62.107172677,60.7785871876,4.2455179648,61.1889655873,818.1853076923,7.3699571469,1524.6911609947,11.1180062238,NA,NA,0.0762482956,"id14_part1.csv","14","1","s","1","4",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,351.28305584988,2.20336726470813,-11.1776985978167,1.82098304190001,120,"r"
13.410196,"sa14","f",13.52,0.109804,251.4462805041,251.692851112,95.7061782301,251.4462805041,251.4462805041,NA,NA,NA,69.0203127119,61.6426275399,61.3851639968,51.2548251828,4.8964828633,61.6561947203,813.9108553149,7.342611638,1987.2520493066,12.8549090002,NA,NA,0.1835668254,"id14_part1.csv","14","1","s","1","4",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,284.290668139272,1.81424026340463,-7.36205802696446,0,120,"r"
15.715986,"si45","p",15.757199,0.041213,269.557362039,269.5574419336,96.8933871437,269.557362039,269.557362039,NA,NA,NA,62.3791701822,63.101794151,58.3246263193,57.1618509802,2.8554078788,57.6310777837,661.3668760789,6.2552997696,1750.0505499788,12.0147208906,NA,NA,0.0305490157,"id14_part1.csv","14","1","s","4","5",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,79.1254765363433,0.778213271150993,-15.1500277831652,0,120,"r"
15.843604,"si45","f",16.04,0.196396,NA,270.483687457,96.9525590893,270.218488342,NA,NA,NA,NA,60.6274397722,57.7436000686,56.8018930711,50.3968976999,2.4745699946,56.8961069286,911.4272327239,7.9744821635,1934.4940453677,12.6760742059,NA,NA,0.092793362,"id14_part1.csv","14","1","s","4","5",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,339.22790203849,2.40527553799874,-10.3248309005141,NA,120,"r"
18.113386,"mi31","p",18.17914,0.065754,270.8722283345,270.981731131,96.9846002441,270.8296684889,270.8296684889,NA,NA,88.9569005674,71.2177984956,63.6758625122,61.2532364642,57.5483122517,4.5069181868,59.4818142688,1161.8204711364,9.4060466851,1819.3650727759,12.2702748692,NA,NA,0.0893929894,"id14_part1.csv","14","1","m","3","1",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,562.154113950563,3.82442406638724,-10.4869653919379,0.0425598456000102,120,"r"
18.27566,"mi31","f",18.48,0.20434,NA,259.7118012705,96.2491309371,259.6409685866,NA,NA,NA,NA,64.1861295055,61.8589949135,61.9751842791,54.0107561018,3.1700376318,62.1432890183,1111.8660547319,9.1430101232,2036.4716474941,13.0178517381,NA,NA,0.1835796707,"id14_part1.csv","14","1","m","3","1",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,563.849002885856,3.61065813287656,-7.36175413503195,NA,120,"r"
20.50738,"mi35","p",20.55858,0.0512,266.1130589826,266.1096869552,96.6705264521,266.1130589826,266.1130589826,NA,NA,NA,70.1870680596,62.6030385829,53.5206728299,50.1752676348,8.720031376,52.3650689973,952.0366984593,8.2213636662,1903.3415322964,12.5684686441,NA,NA,0.0271150654,"id14_part1.csv","14","1","m","3","5",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,366.891413581038,2.64207990970356,-15.667893437336,0,120,"r"
20.664597,"mi35","f",20.86,0.195403,NA,254.4139703513,95.8924090042,NA,NA,NA,NA,NA,60.9981444948,58.8446310739,57.8828187069,54.5086372173,2.4766910589,58.1534046357,1126.9950689125,9.2236140093,2085.5094616036,13.1757212556,NA,NA,0.1265034024,"id14_part1.csv","14","1","m","3","5",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,599.36587767679,3.71945649667149,-8.97897793668607,NA,120,"r"
23.102622,"sa34","p",23.149663,0.047041,266.7329049118,266.7329049118,96.7110240061,NA,266.7329049118,NA,NA,NA,69.6951568821,62.8979494169,58.5304304636,56.3913384016,5.5716651875,58.115744157,894.1821193541,7.8662646888,1538.2675108215,11.1755017829,NA,NA,0.0415848032,"id14_part1.csv","14","1","s","3","4",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,393.760098586999,2.59397213730322,-13.8106534947352,0,120,"r"
23.264132,"sa34","f",23.41,0.145868,258.4908159583,258.8434431409,96.1911303869,258.4908159583,258.4908159583,NA,NA,NA,63.8917673602,57.5391601386,56.8842172795,46.0148543027,4.7683437856,56.8615678859,969.5595855219,8.33047804,1948.4516794282,12.7238504702,NA,NA,0.136909731,"id14_part1.csv","14","1","s","3","4",NA,NA,NA,600,1800,5.58412494683908,12.4085993651164,398.261457306845,2.76438755813489,-8.63565682841818,0,120,"r"
