tmin	condition	text	tmax	duration	maxF0	meanF0	meanF0st	medianF0	minF0	sdF0	midpointF0	slopeF0	maxInt	meanInt	medianInt	minInt	sdInt	midpointInt	medianF1	medianF1Bark	medianF2	medianF2Bark	medianF3	medianF3Bark	SPLH.SPL	file	subject
3,24441	si23	p	3,291013	0,046603	252,8813269863	252,8813269863	95,7878004077	NA	252,8813269863	NA	NA	NA	84,0350133223	77,8583174868	73,5371346188	72,1417459484	4,8897204832	73,4130007287	1531,2011983676	11,1384535266	2081,437290894	13,1636604909	NA	NA	0,4095413308	id1_part1.csv	1
3,291013	si23	I	3,398809	0,107796	300,0564008179	282,4337290459	97,6712506377	288,7726181223	257,4350609416	17,7031981407	288,7221533348	589,7220354709	90,939507605	89,9067920672	90,6258983082	84,5802094881	2,0271763874	90,7935445322	523,3432618919	5,1567211343	1919,3119740226	12,6238452384	NA	NA	0,5960343622	id1_part1.csv	1
3,398809	si23	f	3,62	0,221191	NA	292,9332710179	98,3331263915	292,7044610635	NA	NA	NA	NA	78,8468184453	72,0654105671	68,5162043739	63,2282590954	3,9617060594	68,5255116182	972,7514931124	8,3498873235	1929,070042699	12,6533584891	NA	NA	0,4728027711	id1_part1.csv	1
6,622901	si44	p	6,65552	0,032619	256,0718759602	256,2730443126	96,0182794788	256,0718759602	256,0718759602	NA	NA	NA	81,229343267	79,3085900332	76,9757735941	74,9273775519	3,2151855388	76,9904332371	1188,925172779	9,5484938078	2054,3456995847	13,0761617625	NA	NA	0,5591881572	id1_part1.csv	1
6,65552	si44	I	6,756836	0,101316	298,699083986	285,4955627239	97,8674199502	292,3341976455	262,1583013133	14,816556098	293,1522277443	597,1897437106	90,6113705314	89,4052403044	89,8742509946	82,2967135636	2,7114312294	90,5530503794	584,2697664882	5,6560978817	1813,5650400158	12,2480339887	NA	NA	0,5382753668	id1_part1.csv	1
6,756836	si44	f	6,97	0,213164	290,732003472	290,6264956485	98,1962651613	290,5774678148	290,732003472	NA	NA	NA	75,8771680963	70,3901450914	66,8388133794	55,4017202554	5,6962781166	67,0274153113	1234,7966570045	9,7849348539	2072,8072038112	13,1358855312	NA	NA	0,3750058362	id1_part1.csv	1
9,84486	si11	p	9,89785	0,05299	270,5371955187	272,0972956408	97,0519862917	270,453705248	270,453705248	NA	NA	1473,2987613677	82,6645797388	79,0981781635	76,4777280464	75,3162886969	2,9556076898	76,1008569391	1511,5984385451	11,0628647352	2040,7175272485	13,0317434539	NA	NA	0,680109172	id1_part1.csv	1
9,89785	si11	I	10,000967	0,103117	286,2177821282	180,3331457085	89,4406897743	161,0612920864	135,0599915713	52,5899576442	161,1446086518	-7177,7086622656	91,8946985045	90,3910292601	90,8852674524	83,0109017189	2,8845869155	91,8684814596	460,5046056537	4,6171331029	1896,9195643247	12,5460484485	NA	NA	0,5251987183	id1_part1.csv	1
10,000967	si11	f	10,19836	0,197393	NA	158,3498978421	87,6836655168	NA	NA	NA	NA	NA	78,5209978826	73,9144487463	71,6893593963	63,542961799	4,5042610906	71,7706314226	1463,8875499497	10,8570727288	2019,800203884	12,9630187132	NA	NA	0,6326615096	id1_part1.csv	1
13,12672	si35	p	13,171746	0,045026	260,2751125796	259,5328983305	96,2368198736	258,6687547389	258,6687547389	NA	NA	338,2468991085	82,0180906503	77,8398073416	74,2817314495	72,7106203053	4,2249310266	73,0742665742	880,0073442001	7,7760632776	2066,4495429175	13,1153840491	NA	NA	0,434077168	id1_part1.csv	1
13,171746	si35	I	13,274533	0,102787	313,3319512449	265,3393565178	96,2313341811	285,8617955498	150,6583625664	52,5987251127	292,2823646253	-7550,3630623044	90,1040127093	88,4910239075	89,0467328885	79,3737304434	3,5631097816	90,0574150666	600,9456693482	5,7889215729	1672,9452347644	11,7198771336	NA	NA	0,4627220855	id1_part1.csv	1
13,274533	si35	f	13,479572	0,205039	NA	294,3768662143	98,4170805227	295,724598349	NA	NA	NA	NA	75,0294504191	69,917517419	67,9231023537	57,411421816	4,5639743578	68,1160067571	1313,9602943416	10,172348661	1974,9544201105	12,8133598789	NA	NA	0,3796846326	id1_part1.csv	1
16,15838	ma25	p	16,199399	0,041019	218,5898581227	218,4545592878	93,2542174576	218,2595180904	218,2595180904	NA	NA	117,8620286026	81,9221395695	78,3670243286	77,2401561231	74,6839541623	3,1830456709	76,815152406	1072,2300468232	8,9246252855	1945,4856579958	12,7137174349	NA	NA	0,6481338385	id1_part1.csv	1
16,199399	ma25	a	16,319209	0,11981	273,5264572767	252,8522898882	95,7349777822	259,3864809232	223,2509054103	20,4125170046	258,916944623	584,9244746378	91,035649483	89,4975821062	90,4206596495	84,3780712901	2,4425898474	90,9588782132	738,4156116044	6,8205406301	1603,0425528948	11,4407169545	NA	NA	1,1289414318	id1_part1.csv	1
16,319209	ma25	f	16,545546	0,226337	270,7552252215	270,0344510263	96,9238939497	270,2748996096	268,5770865541	1,0677570448	NA	126,8863613331	79,0996034926	70,2292128168	65,9612965438	56,0619752093	5,277084532	65,8496255848	1067,7449383329	8,8997349053	1975,0084445507	12,8137115051	NA	NA	0,2499086596	id1_part1.csv	1
19,230657	si34	p	19,262426	0,031769	241,4728182231	235,8669327287	94,5714147567	231,8265206402	231,8265206402	NA	231,8265206402	1428,0721778748	82,4228100924	79,4223600686	76,443691042	73,1514058479	4,7104440337	76,1851116804	1496,077204681	10,9959100736	2076,6519342077	13,1482124478	NA	NA	0,4290146349	id1_part1.csv	1
19,262426	si34	I	19,382724	0,120298	297,3419407113	280,7738978506	97,5724309299	284,9534869369	257,0712826606	16,4368568518	286,3139466843	503,735811917	90,8796356226	89,4901488821	90,1304721225	84,8615587741	1,8690264759	90,3678168199	606,4166032043	5,8320719514	1916,0506745493	12,6125690101	NA	NA	0,7405663083	id1_part1.csv	1
19,382724	si34	f	19,57014	0,187416	NA	288,9759440132	98,0975577722	288,7112185694	NA	NA	NA	NA	79,4816485563	70,6644126678	66,8987078367	54,9768961556	6,7468878767	66,9308508099	733,5361209783	6,7856135087	2148,1059128955	13,3743488081	NA	NA	0,3785293041	id1_part1.csv	1
22,318575	sa53	p	22,381272	0,062697	238,6873868775	238,6584353208	94,7854525964	238,1735447141	238,1735447141	NA	NA	204,8837831968	79,5003475731	76,9731156656	73,826639805	67,5467095727	4,2653936675	74,3534922431	1129,9849682137	9,2410300022	2037,1257154312	13,0193630723	NA	NA	0,5313886498	id1_part1.csv	1
22,381272	sa53	a	22,487579	0,106307	275,2115958048	260,247074108	96,2643947101	260,8327576004	242,6432624528	13,5907169193	261,993134014	418,2257297681	91,3314498496	89,4931207339	90,1602638513	81,9313148833	3,2033633519	91,3266453755	725,6214798836	6,7290562618	1336,1086038351	10,2774415516	NA	NA	1,0312576215	id1_part1.csv	1
22,487579	sa53	f	22,7	0,212421	NA	269,5791263412	96,8945765039	269,2330918421	NA	NA	NA	NA	75,8901268101	69,0559524035	68,0563578487	57,9407485621	4,9311962931	67,9492236709	852,3285406087	7,5971356706	1991,8121415583	12,8701535144	NA	NA	0,3644795833	id1_part1.csv	1
25,425636	mi35	p	25,468674	0,043038	264,2566368088	264,2425541322	96,5486278739	264,2566368088	264,2377106333	NA	NA	-10,0892845912	85,9740880188	81,0436369327	78,6035777487	75,1401604627	4,9109941566	77,5351421105	1409,6501692706	10,6155650792	2119,4114385388	13,2845591156	NA	NA	0,756727268	id1_part1.csv	1
25,468674	mi35	I	25,597392	0,128718	309,9339342679	214,6052112044	92,2140533209	211,1246315752	138,5949451954	65,8961504743	196,9530509346	-5980,5368668941	90,8986129868	89,5840671681	90,4783532115	80,2728986105	3,2817897402	90,7972645283	579,8773579539	5,6205901205	1822,0772054005	12,280120495	NA	NA	0,814610451	id1_part1.csv	1
25,597392	mi35	f	25,807158	0,209766	NA	154,0040097099	87,2018892434	154,0039946944	NA	NA	NA	NA	75,2255916535	68,6229985935	65,0561114842	61,7198590232	3,7291434145	64,6147954902	1237,097177005	9,7955991225	2067,2231178201	13,1178771317	NA	NA	0,2738409571	id1_part1.csv	1
28,600054	mi15	p	28,625671	0,025617	228,466877348	228,466877348	94,0300945356	NA	228,466877348	NA	NA	NA	83,0881493977	80,7266683618	79,6480361084	77,0350568626	3,0370674709	79,7530966818	771,1105891515	7,0448127791	2076,8438160224	13,1488987582	NA	NA	0,4940538762	id1_part1.csv	1
28,625671	mi15	I	28,76863	0,142959	293,6915074129	271,7445283589	96,9758165557	280,0012740271	235,2803354982	22,8628974516	281,3359241906	626,2102114854	92,184691647	89,9734348237	90,520272617	82,5543097178	2,7189775759	90,8909264476	618,0142810606	5,922786422	1970,0977726951	12,7967496146	NA	NA	0,9955196013	id1_part1.csv	1
28,76863	mi15	f	28,973617	0,204987	NA	286,0558649625	97,9218341609	285,979855136	NA	NA	NA	NA	76,9118429577	68,182104734	65,0475027532	55,9047628978	5,2403917549	64,9503528253	1137,3876124158	9,2805983498	2115,1635864342	13,2711050391	NA	NA	0,2670295095	id1_part1.csv	1
31,200289	ma54	p	31,240651	0,040362	229,7278923435	229,8514416921	94,1346179469	229,7278923435	229,7278923435	NA	NA	NA	79,0732025343	76,5028718752	75,4371240534	73,0510529546	2,51813859	75,3576080977	1070,1557151189	8,9100569149	1994,3002879372	12,8778091812	NA	NA	0,5268983656	id1_part1.csv	1
31,240651	ma54	a	31,377411	0,13676	258,6103898028	248,1022217353	95,4452633813	250,2250906586	234,0800868253	9,8198365451	249,515840373	237,1478559262	91,7372152355	89,5973380139	90,3276914301	79,2942123356	3,8847677472	91,1745932344	760,0828180367	6,9732786054	1501,00504983	11,01732127	NA	NA	1,2507818439	id1_part1.csv	1
31,377411	ma54	f	31,56	0,182589	254,5159888606	254,6112598839	95,9056864657	254,0065969571	253,8046838367	1,2515308464	NA	-52,4133211271	74,989205503	70,2513312016	68,4696496467	58,1794948085	4,6051533642	68,5734765466	930,6760822271	8,0938021295	1938,3535033566	12,6891482153	NA	NA	0,5148096371	id1_part1.csv	1
33,731231	sa33	p	33,781228	0,049997	215,5924504919	214,5716052869	92,940816316	212,8394980271	212,8394980271	NA	NA	737,2724608351	82,7242426463	80,1578965204	78,5812178532	75,6164326439	2,6599964848	78,8006338902	990,0627634507	8,4528388141	1926,077504815	12,6470262545	NA	NA	0,640069001	id1_part1.csv	1
33,781228	sa33	a	33,912722	0,131494	253,1542760297	238,2987433202	94,7419441147	239,1267531195	224,3803049554	11,3797806225	238,9317916139	293,2191042184	91,6446283259	89,6578543495	89,9367719757	82,7532128876	2,8357577582	91,6481615168	757,1746856802	6,9530784325	1344,2325288233	10,3111530208	NA	NA	1,2428412384	id1_part1.csv	1
33,912722	sa33	f	34,106819	0,194097	243,2569737688	244,3546953184	95,1929826895	243,8810840492	241,6910891317	3,6178218208	NA	-291,9993223315	78,1779364897	68,5700898156	64,0207137587	55,4134695601	6,5910665863	64,0276805688	823,5856399727	7,4074204633	1921,8765358185	12,6324569168	NA	NA	0,2110773473	id1_part1.csv	1
36,38638	mi34	p	36,422917	0,036537	256,7064738525	256,0198905662	96,0011841775	255,4633029867	255,4633029867	NA	NA	183,6573454374	83,7098269934	79,3344477108	76,6905788823	73,4862766907	4,386992373	76,4714204832	1422,2140236529	10,6709941761	2003,1657212203	12,9079619085	NA	NA	0,6439835379	id1_part1.csv	1
36,422917	mi34	I	36,544969	0,122052	293,4565005066	282,4617015641	97,6894669175	286,782842039	263,8124876499	11,7254885861	288,3974531907	414,1578400871	91,5587332852	90,155812752	90,6977504484	84,8354456006	2,104202844	91,4535760417	645,8893024269	6,1382624008	1891,5266155434	12,5272548034	NA	NA	0,9622817604	id1_part1.csv	1
36,544969	mi34	f	36,706576	0,161607	NA	285,4752990511	97,8866418515	285,4058515054	NA	NA	NA	NA	79,5775598506	71,1786175504	67,6339116885	56,5802771031	6,0917803869	67,527114937	959,3722844229	8,2693651162	2029,7223888002	12,9957402677	NA	NA	0,5025620059	id1_part1.csv	1
39,038667	mi13	p	39,082134	0,043467	237,0308640035	237,0308640035	94,6671733891	NA	237,0308640035	NA	NA	NA	81,3889648112	78,5075762755	75,4332772342	74,6300455874	3,1480165127	75,1105046065	908,8441119856	7,9583000599	1989,9925111227	12,864078163	NA	NA	0,6788603936	id1_part1.csv	1
39,082134	mi13	I	39,217898	0,135764	283,1090632579	272,0200195767	97,0285496452	277,6362039209	247,785767133	14,2732811758	280,3212978542	446,3700809463	91,6497313925	90,0790553108	90,880937625	81,3427020066	3,2020122472	91,4259229774	568,2514191893	5,5271377666	1909,8250283521	12,5909981197	NA	NA	1,1580657891	id1_part1.csv	1
39,217898	mi13	f	39,43744	0,219542	282,2058711833	280,4341307969	97,5774846554	282,2058711833	282,2058711833	NA	NA	NA	78,0236846637	73,8545404686	73,2755099189	56,4781969148	6,6614956715	73,2529302431	1431,0794160116	10,7109379644	1943,9263344748	12,7084121173	NA	NA	0,8674085119	id1_part1.csv	1
41,926617	mi53	p	41,975294	0,048677	252,3196676502	252,3196676502	95,7493062568	NA	252,3196676502	NA	NA	NA	80,8469590775	78,9195331043	75,8316574522	74,5975393258	2,7951862869	75,5949292803	1426,9518929092	10,6937331059	2132,8579428063	13,3268491595	NA	NA	0,5371649553	id1_part1.csv	1
41,975294	mi53	I	42,097757	0,122463	298,7235209334	281,5337226518	97,618482237	287,309676042	256,3144711208	16,7147311149	288,2835660786	530,948103317	91,7717120397	90,4271022442	91,0634620316	83,2256674039	2,6953374082	91,5768813407	620,7837140023	5,9446128563	1930,5438062837	12,6625579529	NA	NA	1,1609427778	id1_part1.csv	1
42,097757	mi53	f	42,330064	0,232307	NA	287,309676042	97,9975532482	NA	NA	NA	NA	NA	77,9806666367	72,7312103641	70,7161002337	57,1801212208	5,6145878584	71,0415562612	1394,3863701183	10,5444100647	2057,2258606436	13,085521677	NA	NA	0,6592808649	id1_part1.csv	1
44,581015	si41	p	44,631259	0,050244	253,4036270378	250,0869416547	95,5915836955	246,6389664444	246,6389664444	NA	NA	773,9648109518	82,6889755951	80,13090157	76,2743217916	73,8495716829	3,8266146747	75,9729424261	1496,2594510223	10,997150085	1999,5739367995	12,8958685158	NA	NA	0,5540259642	id1_part1.csv	1
44,631259	si41	I	44,753427	0,122168	297,5704780304	283,3245099016	97,7334472076	288,2873251186	260,0360571003	15,1541626518	293,22345049	527,5841966931	92,0381200511	90,6391439496	91,1628961179	83,3000412211	2,6228165986	91,6113840161	585,914664589	5,6693799204	1643,9966887071	11,6059742153	NA	NA	0,9633405204	id1_part1.csv	1
44,753427	si41	f	44,980086	0,226659	NA	288,2873251186	98,0563631792	NA	NA	NA	NA	NA	79,3786086219	73,9619551591	71,1090619152	56,6959168512	6,5567548014	71,3030545938	1199,7246710202	9,6066690565	2012,2059227158	12,9379608251	NA	NA	0,7797597836	id1_part1.csv	1
47,374138	si12	p	47,423059	0,048921	249,4296967505	249,4393218329	95,5505316262	249,4296967505	249,4296967505	NA	NA	NA	81,2649357186	77,4238749351	73,3287571006	68,8703578815	4,6303441782	73,624604507	1078,4473693529	8,959394236	2046,5804064931	13,0508889057	NA	NA	0,3844000102	id1_part1.csv	1
47,423059	si12	I	47,550196	0,127137	312,7482220709	232,4217778191	93,6400140311	263,5748563744	133,4471352407	65,2076513527	292,2482380977	-6143,7156594893	91,311198262	90,352011136	91,0571942848	85,6605241558	1,9130297368	91,2514280033	596,0748984763	5,7501410429	1575,2289515747	11,3287085137	NA	NA	0,8666964646	id1_part1.csv	1
47,550196	si12	f	47,808227	0,258031	NA	148,7918060202	86,6052443956	148,3428338748	NA	NA	NA	NA	80,4386145666	73,6641525366	72,32753579	58,1518476073	5,2463996686	72,339523019	1440,5013396625	10,7542469094	2024,2207491827	12,9776388725	NA	NA	0,8165270848	id1_part1.csv	1
51,500071	ma21	p	51,549669	0,049598	233,6831316082	233,8706794916	94,4344805155	233,6831316082	233,6831316082	NA	NA	NA	79,9831213552	76,7716563716	76,0012303477	69,4378479281	4,1507146788	76,0859731491	944,2229768743	8,1774510006	1748,3801784325	12,0083840882	NA	NA	0,506801919	id1_part1.csv	1
51,549669	ma21	a	51,691784	0,142115	285,8540575504	269,7036091849	96,8747684305	275,0939502258	246,0198132161	15,9641794745	274,3818472819	368,1827164106	91,6802419741	89,9501386682	90,7353041366	83,699102794	2,6021215554	91,1461159673	784,6254517392	7,1436448896	1539,60356682	11,1807263985	NA	NA	1,3210092968	id1_part1.csv	1
51,691784	ma21	f	51,939093	0,247309	284,0713421748	282,556397128	97,708376245	282,264306251	284,0713421748	NA	NA	NA	79,5367485259	71,6953628228	69,6789859707	60,0175308148	5,4825387277	69,5356297167	1150,1229566379	9,347560843	2315,3351273496	13,8759798886	NA	NA	0,5454862233	id1_part1.csv	1
54,728364	ma34	p	54,772542	0,044178	246,3151410737	246,3151879161	95,3323413009	246,3151410737	246,3151410737	NA	NA	NA	84,5355666322	81,6543690176	80,8559381738	75,9031562511	3,706859423	80,7785888635	1287,576381283	10,0453797015	1926,5149522076	12,6487044999	NA	NA	1,1732146109	id1_part1.csv	1
54,772542	ma34	a	54,921729	0,149187	289,4275854202	269,75708463	96,8841201371	270,9033406731	250,9723652225	14,3252539927	270,7421474571	387,2565799844	91,8076635704	89,9816897247	90,9086955199	80,0304330645	3,757541953	91,4269005157	800,8058204092	7,2541024999	1503,7262939932	11,0293261992	NA	NA	1,6135359623	id1_part1.csv	1
54,921729	ma34	f	55,137781	0,216052	NA	279,0311029801	97,4913855324	279,0297535343	NA	NA	NA	NA	78,3072652558	70,5722930098	67,0320606997	60,8270449699	4,8847012563	66,9482981669	993,2921329132	8,4719022721	1839,1951407291	12,341477912	NA	NA	0,3738544692	id1_part1.csv	1
57,739292	sa52	p	57,80015	0,060858	NA	249,3211735355	95,5423391797	NA	NA	NA	NA	NA	83,8440818191	78,6884226062	75,9400134867	69,0762608821	5,2992324226	75,9228196287	1144,3706024512	9,3177360274	2033,7614190833	13,0089869936	NA	NA	0,7355113144	id1_part1.csv	1
57,80015	sa52	a	57,911078	0,110928	275,2055720069	257,4884538795	96,0840122237	252,439509885	245,900890867	12,1297551104	252,666092925	379,5362558202	91,9241056886	90,4176811113	91,0810778185	85,6958998937	2,0827753312	91,910193127	787,1580584858	7,1610212629	1450,1858131749	10,7970221982	NA	NA	1,3499771375	id1_part1.csv	1
57,911078	sa52	f	58,115214	0,204136	260,6250682327	259,6452030636	96,2418514307	258,7196762181	255,8141235502	5,5436026023	NA	199,4334221435	79,8942862593	71,4761774182	66,6087976822	56,7034771244	7,0923439609	66,2724521315	808,055238287	7,3031821179	1962,4951874979	12,7714814584	NA	NA	0,2540709263	id1_part1.csv	1
61,181518	mi45	p	61,230951	0,049433	248,1198495738	247,7781270337	95,4345717641	247,1763164467	247,1763164467	NA	NA	268,5550947748	77,6728976307	77,2688877646	72,9388643074	71,8068277758	2,7078048528	72,0541272115	1398,6051502425	10,5647938752	2010,4659091503	12,9320120312	NA	NA	0,3435299972	id1_part1.csv	1
61,230951	mi45	I	61,361413	0,130462	291,8387167007	277,2223315917	97,3552648714	285,3349782102	254,1507841055	15,1573127249	285,2135110828	460,4816464223	91,5753299131	89,5125128618	90,2355528202	78,3289067734	3,9821036793	90,6878416111	586,1574068245	5,6713178938	1901,669257083	12,5626634332	NA	NA	0,9838475845	id1_part1.csv	1
61,361413	mi45	f	61,59371	0,232297	NA	283,6533494624	97,7757353655	283,1782546803	NA	NA	NA	NA	74,4709687848	69,8184622138	68,6094903114	54,2671576335	6,3156229157	68,5705999417	1133,487631477	9,2592322445	1970,7188420244	12,7990719138	NA	NA	0,4826521521	id1_part1.csv	1
64,025608	sa51	p	64,080618	0,05501	235,0386140133	234,9487855045	94,5142986403	234,5772880848	234,5772880848	NA	NA	175,8994139431	84,0470917405	78,3477538563	75,2876907207	73,7154894782	3,9601423777	74,5818359034	1096,2897573141	9,0568084905	1886,7375746127	12,510382132	NA	NA	0,4812478352	id1_part1.csv	1
64,080618	sa51	a	64,20916	0,128542	279,0137236609	257,3101124851	96,0569080838	259,143775438	237,6506467692	16,4856083166	257,607386866	438,2049895632	91,1205383882	89,7193782412	90,6068283998	79,1463897133	3,5961482746	90,9631003913	762,1596035641	6,9879794481	1596,9598615823	11,417577755	NA	NA	1,3977845614	id1_part1.csv	1
64,20916	sa51	f	64,4376	0,22844	266,5409523674	266,5201928428	96,6969906621	265,9642885398	266,1188089904	1,7726536436	NA	76,8885103492	76,1037017636	71,2547936035	69,6058518076	59,9750136534	5,4798679941	69,6782869745	1168,6528254298	9,4460353867	2064,2348703692	13,1082178435	NA	NA	0,4944839321	id1_part1.csv	1
67,068023	mi21	p	67,12069	0,052667	251,1357191484	251,4216066637	95,6872448641	251,1357191484	251,1357191484	NA	NA	NA	84,7817338669	78,8293715637	76,6548611269	73,8152060249	4,2987635984	73,9872421703	801,5969050284	7,2594964625	1922,4264972802	12,6344830434	NA	NA	0,4057672001	id1_part1.csv	1
67,12069	mi21	I	67,244381	0,123691	311,1251320242	218,8180988447	92,5385276707	208,5684752362	137,8009406542	66,9115824494	248,7118592121	-5994,8612446942	91,5919787372	90,717293897	91,4143520564	87,717606246	1,3192175127	91,5862196425	597,482393113	5,7614994358	1596,890336191	11,4173326105	NA	NA	0,9484372959	id1_part1.csv	1
67,244381	mi21	f	67,459345	0,214964	NA	148,786177334	86,6050065942	148,5319136116	NA	NA	NA	NA	83,0456731021	74,8822644351	73,5959717629	58,9114656054	6,2339151531	73,3700037156	1109,9463814848	9,13246946	1839,1193793673	12,3415150004	NA	NA	0,8638357671	id1_part1.csv	1
70,045877	ma41	p	70,098481	0,052604	226,9257866931	225,2197165441	93,7791841854	222,9570087112	222,9570087112	NA	NA	693,0827083825	85,5620981327	80,8703236612	78,2337111889	75,318941127	4,2596285961	77,8291192225	959,1804734031	8,2681862563	1911,9474049028	12,5983851746	NA	NA	0,647619589	id1_part1.csv	1
70,098481	ma41	a	70,229734	0,131253	267,2359833783	248,2323364793	95,4427997071	246,4193888567	231,8694623028	13,8277509202	247,2544598614	380,3733027582	91,2709958588	89,7443468521	90,5128986914	81,0630088368	3,0085599994	90,9527858079	750,5464871542	6,9064406767	1554,2061824069	11,2396152487	NA	NA	1,227740195	id1_part1.csv	1
70,229734	ma41	f	70,445568	0,215834	258,4763853889	258,2871665538	96,1537544035	257,9248166067	258,3898309309	1,8889195635	NA	73,5425042885	76,6311437633	69,0704588268	66,4724394334	54,3007199939	5,9717816914	66,2836074063	1041,6971756069	8,7525049835	1999,8559687025	12,8964457624	NA	NA	0,2963333257	id1_part1.csv	1
73,108103	mi14	p	73,160409	0,052306	253,343146783	253,056203247	95,7997385817	253,343146783	252,8033957527	NA	NA	-70,2428667484	85,5068357689	80,381033203	76,2301523032	74,7115829912	4,2831387544	74,8180887023	1295,128407651	10,0819406459	1968,1359898501	12,7906257813	NA	NA	0,4452851449	id1_part1.csv	1
73,160409	mi14	I	73,285468	0,125059	306,4060707492	246,0530454908	94,784257062	269,1880755684	133,500219763	58,3294115076	288,2737716426	-5975,5880960417	92,0085030751	90,4485958435	91,1920478804	80,7774194577	3,448380438	91,4591843333	598,3166097099	5,7680998206	1659,7877864884	11,6683974407	NA	NA	0,9576249019	id1_part1.csv	1
73,285468	mi14	f	73,521121	0,235653	NA	280,9073354152	97,6069907663	282,0181110447	NA	NA	NA	NA	76,9449363405	71,9858658763	70,5231120213	55,513835877	5,8931342214	70,8375999811	1357,5821010431	10,3779550849	2145,6043180451	13,3668009083	NA	NA	0,6291061292	id1_part1.csv	1
76,270874	sa44	p	76,326497	0,055623	238,2482909829	238,2482909829	94,7558646614	NA	238,2482909829	NA	NA	NA	82,1024295604	77,5573099178	75,322763154	73,0231232388	3,3596966527	75,3084157114	890,6043542641	7,8435858393	1880,2690220977	12,4877283348	NA	NA	0,4351107885	id1_part1.csv	1
76,326497	sa44	a	76,474681	0,148184	268,333296144	251,8620568598	95,7004444953	251,1393660803	235,8794771172	11,8974574087	252,5631421182	318,8478452046	91,6490224494	89,9261697241	90,8011189558	79,2952246084	3,7614626348	91,4164664718	763,6530145657	6,9983950594	1408,3361398719	10,6102967704	NA	NA	1,4531420605	id1_part1.csv	1
76,474681	sa44	f	76,665848	0,191167	259,3829832936	257,5531761086	96,1043821552	258,0910713209	254,4733091739	1,7649492608	NA	-204,9538264007	76,3405418188	69,7303762807	64,2070169157	57,1209627866	5,4343751085	64,3953669247	812,0107511349	7,3298587003	1649,8507732225	11,6293597408	NA	NA	0,1973283709	id1_part1.csv	1
79,119873	ma55	p	79,174108	0,054235	NA	227,1418341235	93,9293955649	NA	NA	NA	NA	NA	81,2248943461	75,8711989916	74,1363129354	71,1150514108	4,1678832963	73,3882465634	1090,34094304	9,0253042785	1850,5307671668	12,3823485313	NA	NA	0,4083686075	id1_part1.csv	1
79,174108	ma55	a	79,29739	0,123282	257,2399941067	243,8421359531	95,1422702339	241,3352428631	230,2785704316	10,9446991999	243,3689700183	297,6292679566	91,7292033152	89,8748421491	90,7226569576	84,5524498469	2,6124651407	91,7231984202	762,0976437632	6,9875469078	1778,7023394855	12,1214638381	NA	NA	1,2163627746	id1_part1.csv	1
79,29739	ma55	f	79,5	0,20261	253,637396479	252,946346764	95,7921876536	253,2013082804	251,8920545163	0,776193957	NA	-43,8051216106	78,8144589135	70,9584166966	67,5556924044	58,801427795	5,6728300341	67,327027311	826,9269192385	7,4296401758	1961,8616060051	12,7694063986	NA	NA	0,2898747736	id1_part1.csv	1
82,237668	si22	p	82,305304	0,067636	248,4538074102	248,9148430832	95,513253474	247,9439165637	247,9439165637	NA	NA	487,435225198	81,0193467745	77,5820387947	74,1844584214	71,7712422672	3,3473052543	71,776048069	757,6227820084	6,9560112212	2032,0809063057	13,0034603351	NA	NA	0,4232641354	id1_part1.csv	1
82,305304	si22	I	82,428824	0,12352	299,5452594339	281,7390161047	97,6309304774	288,256409895	257,7136572899	16,799670202	289,3000122947	534,3776038437	92,0436520284	90,4993318332	91,1705429452	82,8832291357	2,7814486531	91,4990900001	650,2138359314	6,1711728768	1425,8492908714	10,6890503008	NA	NA	0,9178022739	id1_part1.csv	1
82,428824	si22	f	82,614615	0,185791	NA	282,0737583537	97,6786520587	281,6335515451	NA	NA	NA	NA	77,5787514334	72,6385649442	72,0195051698	62,087492191	4,2830612846	72,0491062614	1301,5929344175	10,1130818599	1960,9025596462	12,7660908387	NA	NA	0,6300607981	id1_part1.csv	1
85,485966	mi41	p	85,526258	0,040292	234,2609700362	234,5308585829	94,4833497085	234,2609700362	234,2609700362	NA	NA	NA	83,0699141404	80,800258861	76,8917341796	75,5132825393	3,5139517429	76,8014350415	1377,4539123103	10,4613585119	2072,293975224	13,134137017	NA	NA	0,6292408116	id1_part1.csv	1
85,526258	mi41	I	85,653795	0,127537	309,9448280316	241,6473038277	94,4935069606	257,508458295	133,5176017065	56,8743847765	288,8409095095	-6176,1067447208	92,6102071638	90,7339006505	91,074864825	83,5463767571	2,6696031066	91,7420880567	608,7179369367	5,8501752571	1742,9500205153	11,9880023715	NA	NA	1,066536368	id1_part1.csv	1
85,653795	mi41	f	85,862041	0,208246	NA	277,8377695883	97,4163980928	277,2830787807	NA	NA	NA	NA	79,2305437698	73,1087829488	72,0932634027	62,492440963	4,1227881676	72,165981538	1237,5836509924	9,7984932446	2062,844386703	13,10346874	NA	NA	0,6887810778	id1_part1.csv	1
88,349368	mi43	p	88,389479	0,040111	228,4121471146	228,5911830218	94,0391464276	228,4121471146	228,4121471146	NA	NA	NA	83,1472691262	78,7803635248	77,6680236372	76,1042721648	3,2744145304	77,2355503866	1535,1727245656	11,1583252153	2002,4501503607	12,9056156118	NA	NA	0,7341113192	id1_part1.csv	1
